199.5,3
200,4
200.5,3
201.5,3
202,2
202.5,1
203.5,1
204.5,3
204.75,4
205,207,3
208,1
208.5,2
209.5,1
210,2
210.5,3
211,4
211.5,213,1
214.5,1
215,2
215.5,3
216,4
216.5,3
217.5,3
218,2
218.5,1
219.5,221,1
219.5,221,3
222,2
222,4
223,1
223,3
224,1
224.5,2
225.5,1
226,2
226.5,3
227,4
227.5,230,1
230.5,1
231,2
231.5,3
232,4
232.5,3
233.5,3
234,2
234.5,1
235.5,1
236.5,4
236.75,3
237,239,1
240,1
240,2
240.5,3
241,4
241.75,4
242.5,3
243.25,3
244,3
244.75,4
245.5,3
246.25,3
247,247.5,4
248,3
248,4
248.5,1
249,2
249.75,2
250.5,1
251.25,1
252,1
252.75,2
253.5,1
254.25,1
255,255.5,2
256,1
256,2
256.5,3
257,4
257.75,4
258.5,3
259.25,3
260,3
260.75,4
261.5,3
262.25,3
263,263.5,4
264,3
264,4
264.5,1
265,2
265.75,2
266.5,1
267.25,1
268,1
268.75,2
269.5,1
270.25,1
271,271.5,2
272,1
272,2
272.5,3
273,4
273.75,4
274.25,3
275.25,3
276,3
276.75,4
277.5,3
278.25,3
279,279.5,4
280,3
280,4
280.5,1
281,2
281.75,2
282.25,1
283.25,1
284,1
284.75,2
285.5,1
286.25,1
287,287.5,2
288,1
288,2
288.5,3
289,4
289.75,4
290.25,3
291.25,3
292,3
292.75,4
293.5,3
294.25,3
295,295.5,4
296,3
296,4
296.5,1
297,2
297.75,2
298.25,1
299.25,1
300,1
300.75,2
301.5,1
302.25,1
303,303.5,2
303.25,4
303.5,3
303.75,4
304,306,1
307,1
307.5,2
307.75,3
308.25,4
309,3
311.25,4
311.5,3
311.75,4
312,314,1
315,1
315.5,2
315.75,3
316.25,4
316.5,4
317,3
319.25,4
319.5,3
319.75,4
320,321,1
322,1
323,1
323.5,2
323.75,3
324.25,4
325,3
326.25,4
327,3
327.5,4
328,329,1
330,1
330.5,2
331,2
331.5,3
331.75,3
332.25,4
332.5,4
335.25,4
335.5,3
335.75,4
336,337,1
338,1
339,1
339.5,2
339.75,3
340.25,4
341,3
343.25,4
343.5,3
343.75,4
344,345,1
346,1
347,1
347.5,2
347.75,3
348.25,4
348.5,4
349,3
350.5,4
351,3
351.5,4
352,353,1
354,1
355,1
355.5,2
355.75,3
356.25,4
357,3
359,4
359.5,3
360,1
360.5,2
362,3
362.5,4
364,1
364.5,3
364.75,4
365,3
366.5,1
367.5,2
368,1
368,2
368.5,3
369,4
369.5,3
369.75,4
370.5,3
371.25,3
372,3
372.5,3
372.75,4
373.5,3
374.25,3
375,375.5,4
376,3
376,4
376.5,1
377,2
377.5,1
377.75,2
378.5,1
379.25,1
380,1
380.5,1
380.75,2
381.5,1
382.25,1
383,383.5,2
384,3
384,4
384.5,1
384.5,2
385.5,1
385.5,2
386,3
386,4
386.5,1
386.5,2
387,3
387,4
387.5,390,1
387.5,390,2
390.5,1
391,2
391.5,3
392,4
392.5,3
393.5,3
394,2
394.5,1
395.5,397,1
395.5,397,3
398,2
398,4
399,1
399,3
400,1
400.5,2
401.5,1
402,2
402.5,3
403,4
403.5,405,1
406.5,1
407,2
407.5,3
408,4
408.5,3
409.5,3
410,2
410.5,1
411.5,413,1
411.5,413,3
414,2
414,4
415,1
415,3
416,1
416.5,2
417.5,1
418,2
418.5,3
419,4
419.5,421,1
422.5,1
423,2
423.5,3
424,4
424.5,3
425.5,3
426,2
426.5,1
427.5,429,1
427.5,429,3
430,2
430,4
431,1
431,3
432,1
432.5,2
433.5,1
434,2
434.5,3
435,4
435.5,438,1
438.5,1
439,2
439.5,3
440,4
440.5,3
441.5,3
442,2
442.5,1
443.5,1
443.5,4
443.75,3
443.75,2
444,446,1
444,446,4
